plate,review_reason_code,customer_meaning,reviewer_comments,status
NIJJAR1,2.0,ITS A SUR NAME,LOOKS LIKE 'N' WORD… IT IS A SURNAME BUT NOT THIS CUSTOMERS NAME ON 272. NIJJAR IS UNACCEPTABLE AND HER FIRST NAME IS NIJJARA.,N
OINK B8,5.0,I OWN A CORN FARM IN CALOUSA CA AND SELL  ORGANIC PIG FEED,"oink=pig=cop bait, might mean a fast car being bait for police",N
O16BCAT,1.0,2016 BLACK CAT,"PULLED FOR CAT, NO CAT CAR ON ANI. HAS A 2016 BMW",N
PAKOMER,1.0,SOURCE OF FOOD (SPANISH WORDS),comer=eat,N
PAYBVCK,2.0,PAYBACK,PAYBACK=AN ACT OF REVENGE OR RETALLIATION,N
PCHECHI,2.0,ECHI IS THE NICKNAME OF OUR FAMILY GROUP AND WE ALL LOVE THE BEACH (PCH),urban dictionary says pachichi=an object or body part being shriveled or saggy and the examples are breasts and penis… PCHICHI is already unacceptable,N
PINK 64,1.0,THE CAR IS A 1964 VW BUG,PINK=VAGINA. HAS A 64 VW ON ANI,N
PNKMOPR,1.0,PINK MOTOR PARTS,PINK=VAGINA,N
QUIK II,1.0,THE CAR IS A CHEVY II (CHEVY 2) AND IT IS VERY QUICK,"QUICKIE CAN HAVE SEXUAL CONNOTATIONS, CUSTOMER DOES HAVE A LOT OF CHEVYS",N
REDS 43,2.0,1943 JEEP,1943 JEEP,Y
ROTH415,2.0,LAST NAME AND AREA CODE,415=SAN FRANCISCO AREA CODE,N
SHIV OO7,2.0,"SHIV IS NAME OF OUR SON, AND 007 IS REFERED TO JAMES BOND.",shiv is a knife or something possibly homemade that you shank someone with,N
SHTBABE,3.0,SHORTENED VERSION OF OWNER'S NICKNAME  (SHOOTBABE),"CUSTOMER LAST NAME IS SHOOTER, COULD BE READ AS ""SHIT, BABE"" OR SHOT BABE",N
SKRAPS,2.0,THIS IS MY MAIDEN NAME SPELLED BACKWARDS,"A Norteño derogatorily refers to a Sureño as a ""scrap"" (Hispanicized scrapa) or ""Sur rat"" Customer last name is Sparks and SCRAPS is currently registered",N
SNL SKWD,1.0,THIS WAS THE NAME OF MY DADS RUNNING GROUP. HE PASSED AWAY RUNNING A MARATHON AND WANT THIS IN MEMORY OF HIM.,THIS WAS THE NAME OF MY DADS RUNNING GROUP. HE PASSED AWAY RUNNING A MARATHON AND WANT THIS IN MEMORY OF HIM.,Y
SOEZEEE,1.0,THINGS ARE EASY IF YOU WORK HARD,EASY CAN HAVE SEXUAL CONNOTATIONS,N
SSHNTRR,2.0,MY CARS NICKNAME. SSHNTRR,"THREATENING, SS HUNTER",N
SSS 88,2.0,MY INITIALS,88=HATE SYMBOL NO 88 CAR ON ANI,N
USTLLH8,2.0,YOU STILL HATE,hate,N
WET TBSS,1.0,GLOSSY PAINT ON MY TRAIL BLAZER SS,"wet can have sexual connotations, ani shows a chevy UT",N
WHITT13,2.0,WHITT IS LAST NAME  13 IS YEAR MARRIED,13=GANG NUMBER NO 2013 CAR ON ANI,N
YKYMF,3.0,YESTERDAY KILLS YOUR MIND FOREVER,yipee ki-yay motherfucker,N
YLA GANJ,3.0,HERRY UP BRO,"YELLOW GANJA, DRUGS…",N
YOU FOOL,2.0,YOU FOOL,CONFRONTATIONAL,N
ZUGZUGZ,1.0,ZUGZUGZ IS THE NAME I GO BY ON MOST GAMES  IVE PLAYED FOR THE PAST FIFTEEN YEARS.,ZUGZUGZ IS THE NAME I GO BY ON MOST GAMES  IVE PLAYED FOR THE PAST FIFTEEN YEARS.,Y
ZZZ1969,1.0,YEAR OF CAR,no 69 car on ani,N
1ARDNUT,1.0,1 TUNRDA (BACKWARDS),one hard nut. Does have a toyota truck on ani,N
1BADMTF,3.0,CLASSIC CAR,ONE BAD MOTHERFUCKER,N
2DEEPNU,1.0,THE CAR IS TWO MUCH FOR U TO UNDERSTAND,"too deep in you, sexual connotations",N
2OO6GTH,2.0,INTEND TO PLACE THIS PLATE ON A 2006   MUSTANG GTH,"GTH=GO TO HELL, NO 2006 CAR ON ANI",N
2OO7GTH,2.0,I AM GOING TO PUT IT ON A 2007 MUSTANG GTH,"GTH=GO TO HELL, NO 2007 CAR ON ANI",N
4 REDDD,2.0,FOR RED,RED=GANG COLOR,N
8TNGBBY,1.0,"IT'S A ROUGH TRANSLATION OF THE U2 ALBUM, ACHTUNG BABY, EXCEPT THAT THE ACHT IS THE  GERMAN NUMBER 8, WHICH IS ACHT IN GERMAN.","IT'S A ROUGH TRANSLATION OF THE U2 ALBUM, ACHTUNG BABY, EXCEPT THAT THE ACHT IS THE  GERMAN NUMBER 8, WHICH IS ACHT IN GERMAN.",Y
8UTT5EX,1.0,"""EIGHT UTTERLY TERRIBLE TEENS WITH 5 EXES""",BUTT SEX,N
818DIPN,2.0,CLASSIC CAR,"818 AREA CODE, LOS ANGELES",N
#UKNENM,3.0,CHILDHOOD NICKNAME,"FUCKEN? (HAND SYMBOL, F FOR FIVE?)",N
FU$XIN,3.0,MY NAME IS FU DENG. HER NAME IS XIN. IT   MEANS  I LOVE HER.,FU=FUCK YOU. IT IS HIS GIVEN NAME,N
KIKI$77,1.0,NAME AND SOFTBALL NUMBER,"kiki=Tagalog, means vagina",N
N8$H8,2.0,NGOC8 LOVE HUY8,NATE LOVES HATE,N
HLHA&18,2.0,"HLHA STAND FOR HUNG, LAN.ADEN AND HELEN , WE ARE FAMILY . 18 IS MY BIRTHDAY 01/08",18=HATE SYMBOL,N
&TEAM D,1.0,FAMILY NAME,"team D, D=dick. Customer last name is Delyser",N
TROL&DF,5.0,NICKNAME,"TROL is southern slang for police (patrol) DF=Mexico City (from Distrito Federal, the capital of Mexico)",N
DMFESQ,3.0,MY NAME - DAVID MICHAEL FOULKES ESQUIRE   (I'M A LAWYER),"DMF=DUMB MOTHERFUCKER, BUT IT IS HIS INITIALS.",N
SPYMAN,5.0,SPY MAN,SPY MAN,Y
BALDRYZ,1.0,NAME,NAME,Y
B52RBS,2.0,USAF BOMBER AIRCRAFT RADAR BOMB SCORED,USAF BOMBER AIRCRAFT RADAR BOMB SCORED,Y
BASAHLQ,1.0,BASS FISHING,basah=Indonisian and Malay word for 'wet',N
BB BLUE,2.0,THE COLOR OF THE CAR IS BABY BLUE,THE COLOR OF THE CAR IS BABY BLUE,Y
BLOWNV8,1.0,MY CAR HAS A HIGH-PERFORMANCE V8 ENGINE.,MY CAR HAS A HIGH-PERFORMANCE V8 ENGINE.,Y
BLUISH,2.0,THE CAR IS BLUE,THE CAR IS BLUE,Y
BLU SKYE,2.0,BLUE CONVERTIBLE CAR,BLUE CONVERTIBLE CAR,Y
BLWNBRA,1.0,NICK NAME OF THE CAR,"BLOWN, BRO",N
CARLEY8,1.0,NONE,NONE,Y
CZYSLVI,2.0,CRAZY SALVADOREAN,CRAZY SALVADOREAN,Y
GASSLUT,1.0,BECAUSE I HAVE TO REFILL MY GAS TANK EVERY 2 DAYS DRIVING A TRUCK,gas slut,N
IZZA BLU,2.0,IT'S A BLUE,BLUE=GANG COLOR,N
JET BLU,2.0,LOOKS FAST,LOOKS FAST,Y
KEEKEEE,1.0,CAT,"kiki=Tagalog, means vagina",N
NADACOP,5.0,THIS PLATE IS GOING ON AN EX POLICE CROWN   VICTORIA. THOUGHT THIS WOULD BE A FUNNY   PLATE.,NOT A COP… NOTACOP IS ALREADY UNACCEPTABLE,N
NTNBTWT,1.0,CAR COLOR,nothing but white? Twt could be twat,N
OINKER,5.0,OINKER - HAS BEEN MY ONLINE NAME SINCE I WAS 22 (26 YRS). HTTP://STEAMCOMMUNITY.COM/ID/OINKER/,"OINKER=PIG=POLICE, OINKERS&OINKERZ are unacceptable but ther are a couple current records with numbers before or after",N
OTW2FYG,1.0,ON THE WAY TO (2) FIX YOUR GENERATOR; BECAUSE AS A CONTRACTOR FOR THE NAVY WE CONSTANTLY GET SENT OUT TO EVERY SHIP TO REPAIR THEIR SHIPBOARD GENERATORS.,on the way to fuck your girl,N
QE GUEY,3.0,CUTIE GUY,"guey=in Spanish, cuckold or asshole, QUE GUEY is unacceptable",N
QVO ESE,2.0,WHAT'S UP MAN,"QVO=qué hubo, apparently like what's up in Spanish slang. But 'ese' Urban Dictionary says means the letter S which stands for Surenos gang…",N
REDBIT2,2.0,RED COLOR RABBIT CAR,RED COLOR RABBIT CAR,Y
SMARTAF,3.0,"FOR MY SMART CAR AND MY NICKNAME, TAFFY, SMUSHED TOGETHER",SMART AS FUCK,N
THESY14,2.0,THEO ESTHER,"14=hate symbol, no 2014 car on ani",N
TRDPRO T,3.0,TRUCK MODEL,TRD looks like turd. Has Toyota truck,N
TRIGGA,2.0,MY NICK N AME OF TRIGONOMETRY,TRIGGER AS IN GUN,N
TT O15,1.0,TERRIFIC TOURS 2015,TERRIFIC TOURS 2015,Y
UGASHKA,1.0,OOGA SHAKA,OOGA SHAKA,Y
WELL666,3.0,NONE,NONE,Y
WHTWSHD,2.0,NICKNAME,Per Urban Dictionary: When a person who isn't white forgets their culture and acts like a white person.,N
X32TTUB,1.0,FAMILY LETTERING,backwards… butt sex,N
6TOOL6,1.0,THE 66 REPRESENTS THE YEAR I WAS BORN AND  TOOL IS A ROCK BAND,"TOOL IS A FOOL, A PENIS OR THE BAND…",N
14 STFB,2.0,2014 SOFT TAIL FAT BOY LO,2014 SOFT TAIL FAT BOY LO,Y
BL STL,2.0,BLUE STEEL,BLUE STEEL,Y
BLUMENE,2.0,BLUE VEHICLE THAT LOOKS MEAN,BLUE VEHICLE THAT LOOKS MEAN,Y
HIPFISH,3.0,FUN FISH,FISH=FUCK IT SHIT HAPPENS,N
SPYGIRL,5.0,SPY GIRL,SPY GIRL,Y
CACKS 65,1.0,MY MOTHERS NAME IS CATHY AND HER DAD GREW UP CALLING HER CACKIN. I ORDERED CAKCINS FOR HER OTHER CAR A FEW YEARS AGO. THIS IS FOR HER 1965 MUSTANG.,"CACK=COCK SAID WITH A BOSTON ACCENT, ALSO MEANS SHIT",N
BEAR BK,1.0,THE MODEL OF MY NEW JEEP,SEX WITH NO CONDOM,N
BLUGOON,7.0,MEANS A BLUE WAGON,BLUE-GANG,N
B8B88B8,2.0,FAVORITE LETTER AND NUMBER,88-HITLER,N
CREDO18,2.0,SERVITE HIGH SCHOOL MOTTO,18-HITLER,N
CREDO88,2.0,SERVITE HIGH SCHOOL MOTTO,88-HITLER,N
DIUPSCM,7.0,DIE YUPPIE SCUM,DIE UP SCUM,N
RSTONED,7.0,"IM A NUMBER 1 FAN OF THE ROLLING STONES BAND, OLD SCHOOL CAR NEEDS AN OLD SCHOOL LICENSE PLATE.",STONED-WEED. ROLLING STONES.,N
STBN WGN,7.0,IT IS A REFERENCE TO A MOVIE,STABBIN WAGON,N
TACO422,7.0,SHORT FOR TACOMA AND LUCKY NUMBER,CUSTOMER HAS A TOYOTA TACOMA,N
WHTCRKN,7.0,MY MOBILE APP,WHITE CRACKIN… RACIAL?,N
415GABE,7.0,IT’S THE DATE I MET MY WIFE,CA AREA CODE,N
S12 88,2.0,MAKE AND YEAR,MAKE AND YEAR,Y
MAMAG13,7.0,NAME AND GRANDDAUGHTERS BIRTH YEAR,13-GANG,N
2KUULO,1.0,FRIENDS LAST NAME,KULO… ASS,N
ASA TACO,1.0,ASA IS THE INTIALS TO MY NAME ALEC STEVEN ALEJO AND TACO IS FOR TACOMA,TACO CAN BE SLANG FOR VAGINA. DOES HAVE A TACOMA,N
BALZINI,1.0,MY MAGICIAN NAME WHEN I USE TO PERFORM AS A TEENAGER,BALLS IN 1?,N
BLQ BTY,7.0,BLACK BEAUTY,BLACK BETTY CAN BE SLANG FOR HERION.,N
BOXN RN,1.0,BOXING REGISTERED NURSE,BOX IS SLANG FOR VAGINA,N
GGG 69,1.0,INICIAL OF MY KIDS NAME,NO 69 CAR,N
KBOMB5K,7.0,NICKNAME,BOMB?,N
L8RH8RZ,2.0,SAYING GOODBYE,HATE?,N
OG CALI,2.0,ORIGINAL CALIFORNIA,OG-ORIGINAK GANGSTER,N
OOKINAM,1.0,OK I NEED A LOT MORE,"TAGALOG-OKI'S NICENES. URBAND SAYS ""PUSSY OF MOTHER"" AND 1 THING ON GOOGLE SAYS ""PUSSY OF MOTHER"".",N
RAM YOU,1.0,DODGE RAM FOR YOU,SEXUAL. DOES HAVE A DODGE TRUCK,N
SHHOOTS,7.0,BYE IN PIGEON/HAWAIIAN,"SHOOT? ""SHOOT: IS CURRENT",N
T11111T,1.0,LUCKY NUMBERS,"DOES IT LOOK LIKE ""TIT""?",N
805QWLT,7.0,805 AREA CODE QUILT,805 SAN LUIS OPISBO AREA CODE,N
8RYNT 24,7.0,BRYANT #24,"8 AND 24 IS KOBE'S JERSEY NUMBERS AND HE HIS RETIRING……BUT THIS IS OUT THERE WITH ""BRYNT 24"" SO PULL FOR SUBSTUTING?",N
$ OVRH8,7.0,LOVE OVER HATE,LOVE OVER HATE,Y
B8ME13,7.0,FISHERMAN,13-GANG NUMBER NO 2013 CAR,N
P3RCNT,7.0,PERCENT. REPRESENTS PATRIOTS AND VETERAN/MILITARY FAMILY.,"""PERCNT"" IS NOT OUT THERE SO PUL FOR SUB OR NOT? I TOOK ITAS 3 PERCENT SAYING.",N
BALLR22,1.0,MY BASKETBALL NUMBER,BALLER?,N
BLK INDN,2.0,BLACK INDIAN,BLACK INDIAN,Y
BOMYUSA,7.0,NONE,BOMB?,N
BYTME13,7.0,SHARK,13-GANG NUMBER,N
FKNCONE,3.0,FAST KART NEEDS CONES,FUCKEN CONE,N
KILLA,7.0,KILLING ANY COMPETITION,KILL?,N
SHOVU,2.0,MY SON'S SHORT NAME,SHOVE YOU?,N
SUP BRA,1.0,"""SUP BRA"" IS SURFER LINGO FOR ""WHAT IS HAPPENING MAN?/HOWS IT GOING?""","""SUP BRA"" IS SURFER LINGO FOR ""WHAT IS HAPPENING MAN?/HOWS IT GOING?""",Y
BRAAAP7,2.0,THE SOUND MY DIRTBIKE MAKES AND FAVORITE NUMBER.,BRAP IS MARKED UNACCEPTABLE? URBAN SAYS IT IS THE SOUND OF A GUNSHOT,N
FU JOKER,3.0,THAT I HATE THE JOKER. BECAUSE I AM BATMAN,FU-FUCK YOU,N
KYZ HOE,1.0,BLACK CHEVY TAHOE AND MY NAME,HOE-WHORE. NO TAHOE ON RECORD,N
LNG GUNR,2.0,no micro,GUNNER?,N
NCK SNPR,2.0,"THE CAR HAS A LOT OF HORSE POWER AND IS A ""NECK SNAPPER"" WHEN YOU FLOOR THE GAS PEDAL.",NECK SNAPPER,N
MS 7O7,7.0,707 IS A LUCKY UMBER SCHEME TO ME AND HAS BEEN FOR 7 YEARS NOW.,707 NAPPA AREA CODE,N
PHRED,7.0,MY DOG'S NAME,MY DOG'S NAME,Y
PSI4H2O,1.0,I SELL WATER PUMPS,I SELL WATER PUMPS,Y
TRDTUNR,2.0,TRD TUNER BUT SHORTENED.,TRD-WE USUALLY PULL FOR RETARD OR TURD. NO TOYOTA ON RECORD.,N
WHERE TA,1.0,MY LAST NAME SPELLED THE WAY ITS PRONOUNCED,MY LAST NAME SPELLED THE WAY ITS PRONOUNCED,Y
WHIP EM,2.0,NICKNAME,WHIP LIKE SPANK?,N
WSMFKN6,3.0,"WILSON, SAMMY, MANUEL, FRANK, KATELYN, NANCY INTIALS FOR ALL 6 SIBLINGS FOR A TOTAL FO 6 SIBLINGS.",FKN-FUCKEN,N
5MAGNUM,1.0,THE CAR IS A 2005 DODGE MAGNUM,MAGNUM CAN BE A CONDOM OR  A GUN? Has 2 CHEVYS ON RECORD,N
8MB 777,1.0,"THE FIRST LETTER OF MY WIFES NAME IS ""M"", AND MINE IS ""B"" AND OUR LUCKY NUMBER IS ""7"".","I THINK HE IS TRYING TO DO A OLD AUTO PLATE 8 AS A ""B"". HIS INTIALS ARE ""LG""",N
BLUE LUV,2.0,DODGER BLUE I LOVE,DODGER BLUE I LOVE,Y
DOPE SHT,3.0,COOL STUFF,DOPE SHIT,N
FINFN13,2.0,FAVORITE FOOTBALL TEAM,13 GANG REFERENCE,N
GETTNSX,1.0,"GREDDY TWIN TURBO NSX, PLATE IS FOR A TURBOCHARGED NSX",GETTING SEX,N
GO BLUE 7,2.0,UNIVERISTY OF MICHIGAN COLORS MY SPIRIT AND PRIDE,UNIVERISTY OF MICHIGAN COLORS MY SPIRIT AND PRIDE,Y
HII H8TR,2.0,HIGH HAT CAR CLUB,HI HATER,N
H77 GATO,1.0,MY SPANISH CAT,GATO MEANS CAT,N
KIKROX8,2.0,KICK ROCKS 8,KICK ROCKS,N
KLPAPAG,2.0,"COOL PAPA G GRANDFATHER TO FIVE, THE OLDEST FIRST NAME BEGINS WITH A K, WOULD GIVE HIM CONFIDENCE IF I USE A K OVER A C",KILL PAPA G G AS IN GANGSTER KILL,N
KLYNSFX,3.0,KAYLYN'S FOX,LOOKS LIKE KILLING OR COULD BE CLEAN AS FUCK,N
LILJO13,2.0,NICK NAME,13 GANG REFERENCE,N
NCHB14D,2.0,NAVY CARGO HANDLING 14 DELTA CO,14 GANG REFERENCE,N
RSTNPCE,2.0,"I'M A HUGE FAN OF THE RED HOT CHILI PEPPERS. PLATE IS MEANT TO BE READ AS ""CALIFORNIA REST IN PEACE"" IN REFERENCE TO THEIR SONG ""DANI CALIFORNIA"".",REST IN PEACE,N
VR38 510,2.0,THIS IS AN NISSAN ENGINE SIZE DESIGNATION.,THIS IS AN NISSAN ENGINE SIZE DESIGNATION.,Y
XB CRAZY,2.0,CRAZY ABOUT TOYOTA SCION XB,CRAZY ABOUT TOYOTA SCION XB,Y
XTR88,2.0,EXTRA LUCKY,88 HITLER REFERENCE,N
1SIZEUP,1.0,MY 1966 CHEVROLET CAPRICE IS A LARGE 2-DOOR CAR. I SIZED UP THE WHEELS IN DIAMETER AND INSTALLED A LARGER ENGINE. IT'S [1SIZEUP],MY 1966 CHEVROLET CAPRICE IS A LARGE 2-DOOR CAR. I SIZED UP THE WHEELS IN DIAMETER AND INSTALLED A LARGER ENGINE. IT'S [1SIZEUP],Y
2ND2GUN,2.0,SECOND TO GREAT UTILITY NATION,GUN,N
3DRTY5 M,1.0,335 M PERFORMANCE,DIRTY,N
415RMDL,2.0,MY BUSINESS,415 AREA CODE,N
O7 KITY,2.0,2007 JAGUAR XK KITY LIKE A CAT,KITTY,N
BAMBA G,2.0,NICK NAME,G AS IN GANGSTER,N
RNL DR G,2.0,RENAL DOCTOR GLORY,G AS IN GANGSTER,N
LOUDXAF,3.0,NAME OF MY BIKE,LOUD AS FUCK,N
415VICT,2.0,415 IS A CAL PENAL CODE SECTION VICT IS MAKE OF MOTORCYCLE (VICTORY),415 AREA CODE,N
BRO WTF,3.0,COLLEGE INSIDE JOKE,BRO WHAT THE FUCK,N
TRU BLEU,2.0,"FAVORITE COLOR IS BLUE, LOVE THE OCEAN THAT'S BLUE, THE CAR IT WILL BE ATTACHED TO IS BLUE. LOVE THE COLOR BLUE","FAVORITE COLOR IS BLUE, LOVE THE OCEAN THAT'S BLUE, THE CAR IT WILL BE ATTACHED TO IS BLUE. LOVE THE COLOR BLUE",Y
AA13RON,2.0,"THE NAME AARON, AND LUCKY NUMBER 13","13=gang number, no 2013 car on ani",N
A LMAO,3.0,A HAPPY GREETING THAT ALIENS SAY.,LMAO=LAUGH MY ASS OFF,N
AMFS 62,3.0,MY INITIALS AND YOB,"AMF=ADIOS MOTHERFUCKER, THIS IS HER INITIALS",N
APX PD8R,2.0,LIKES CORNERS,apex predator,N
BAD AASS,3.0,IM A BAD ASS,ass,N
BALZOU7,1.0,M M NAME KUT,balls out,N
BENZONA,3.0,LOVING OF GOD,"HEBREW COMMON CURSE WORD, MEANS 'SON OF A BITCH' OR 'WHORE'S SON'",N
BIG HWNG,1.0,MY LAST NAME,"wang=penis, customer last name is Hwang",N
BLCK BST,2.0,BLACK BEAST FOR BLACK DODGE CHALLENGER,BLACK BEAST FOR BLACK DODGE CHALLENGER,Y
BLUE 64,2.0,NAME OF MY CAR ABD THE YEAR,NAME OF MY CAR ABD THE YEAR,Y
BLU Q O3,2.0,BLUE CUE - 2003 - IT'S WHERE AND WHEN MY WIFE AND I FIRST   MET,BLUE CUE - 2003 - IT'S WHERE AND WHEN MY WIFE AND I FIRST   MET,Y
BRAZZRS,1.0,PIECE OF ARMOR PROTECTING THE ARM,"IRISH SLANG WORD FOR A PROSTITUTE, NAME OF A PORN WEBSITE",N
BRNG IT,2.0,BRING IT,"A CHALLENGE, CONFRONTATIONAL?",N
BTCHN69,3.0,"COOL 1969, AWESOME 1969, TRICK 1969","PULLED FOR BITCHIN, HAS 1969 CHEVY",N
BUHSCRU,1.0,BUHAGIAR FAMILY,"last name is Buhagiar, pulled for screw",N
BYEBICH,3.0,BYE AND BICH IS A EUROPEAN CAR,BYE BITCH,N
CADAVRZ,2.0,I AM IN THE MORTUARY FIELD THIS PLATE IS NOT INTENDED TO BE OFFENSIVE TOWARD ANYBODY.. I ALREADY HAVE A PLATE WITH BODIES1 ON IT.,CADAVER=A DEAD BODY. FYI THIS IS NOT OUT WITH AN 'S',N
CARAMRD,3.0,MOVIE REFERENCE,CARA MERDE=DEAR SHIT IN ITALIAN,N
CHIEF G,2.0,THE WORD CHIEF WITH THE FIST LETTER OF MY  LAST  NAME,g=gangster,N
CHRY BM,2.0,"MY DEEJAY NAME IS MISS CHERRY BOMB. ALSO,  CAR IS CHERRY RED","BOMB, a couple similar plates are out and a couple are unacceptable",N
CHULO62,1.0,CUTE 1962,CUTE 1962,Y
COOK ME,2.0,OUR LAST NAME AND OUR FIRST I INISHELS.,OUR LAST NAME AND OUR FIRST I INISHELS.,Y
CULOZ,3.0,NICKNAME MY GRANDKIDS CALL ME GRANDPA CULO,CULO=ASS IN SPANISH,N
CUMMNNZ,1.0,ENGINE TYPE,"PULLED FOR CUM, HAS A 2015 DODGE RAM TRUCK. COULD HAVE A CUMMINS ENGINE",N
DB BLOWN,1.0,THIS TRUCK HAS A RARE ENGINE THAT HAS TWIN BLOWERS OR SUPERCHARGERS. MEANS DOUBLE BLOWER.,blown can have sexual connotations,N
DREW666,4.0,NICKNAME FOR CAR,NICKNAME FOR CAR,Y
DURAHO1,1.0,ITS GOING ON A DURAMAX DIESEL TRUCK AND THAT IS WHAT I CALL THIS TYPE OF TRUCK,"dura ho, pulled for ho=whore. DURAHO isnt out there.",N
EATMY SS,1.0,"EAT MY ""SS""",eat can have sexual connotations… eat my SS or eat my ass,N
EIRE 88,2.0,EIRE IS THE IRISH WORD FOR IRELAND. 88 IS MY  YEAR OF BIRTH.,"88=HATE SYMBOL, NO 1988 CAR ON ANI",N
FASTMO4,3.0,FAST CAR AND WIFES NICK NAME,fast mo-four=fast mofo (motherfucker),N
FCR RE,3.0,FIRST CALIFORNIA REALTY REAL ESTATE.,"fuckery. I googled his name, he seems to be a real estate agent",N
FFCUZ53,2.0,FAMILY FIFTIES CUSTOM 53,"CUZ IS A CRIP (GANG) TERM, NO VEHICLES ON ANI, FUCKERS?",N
FFCUZ56,2.0,FAMILY FIFTIES CUSTOM 56,"CUZ IS A CRIP (GANG) TERM, NO VEHICLES ON ANI, FUCKERS?",N
FITINYA,1.0,HONDA FITS ANYTHING !,"fit in you, sexual",N
FPD O9,5.0,FIREPOWER DEPOT 2009,"FPD, LOOKS LIKE A POLICE DEPT (PD) FIREPOWER DEPOT IS A PLACE WHERE YOU CAN GET FIREARM TRAINING (CUSTOMER'S BUSINESS, I LOOKED AT THE WEBSITE)",N
FRAGOUT,2.0,HUMOR,"FRAG=MILITARY SLANG, MEANS KILL OR ASSAULT (DICTIONARY.COM)",N
FUKCOPS,3.0,IF YOU KNOW COME OVER PLEASE SHARE,FUCK COPS,N
FUNK GOD,3.0,MY LAST NAME IS FUNK AND,"last name is Funk, could be misconstrued as fuck God?",N
GARCI 13,2.0,MY LAST NAME AND THE 1 FOR ME AND 3 FOR MY 3 SONS,"13=gang number, no 2013 car on ani",N
GET R8PD,1.0,IT IS THE NAME OF MY CAR IT IS A 1968 CAMARO,ANI SHOWS 67 PONTIAC. GET RAPED.,N
GNTS BLO,1.0,"GIANTS BELOW. IF YOU ARE FLYING AND YOU SEE GIANTS BELOW YOU, YOU ARE FLYING REALLY  HIGH.","the Giants blow, sexual connotations",N
GTF WYC,3.0,NAMES INITIAL,google says GTWYC=get there while you can so GTF WYC could say get there fucking while you can… also Urban Dictionary says GTF=good to fuck or get the fuck,N
GUNS4LF,2.0,MY COMPANY,GUNS FOR LIFE,N
G VAN,2.0,CHEVROLET G-SERIES VAN REFERS TO THE MODEL OF THE VAN,"g=gangster, has GMC HSCR on ani",N
G1 TACO,1.0,1ST GENERATION TACOMA,taco=vagina. Has an 02 Toyota p/u,N
HAULR SS,3.0,CAR IS AN EL CAMINO THAT HAULS STUFF & IS AN SS MODEL.,CAR IS AN EL CAMINO THAT HAULS STUFF & IS AN SS MODEL.,Y
HELLAF J,3.0,I HELLA LIKE MY CAR,"hell, no Dodge, has a Toyota (FJ)",N
HOOLGAN,2.0,OUR PET DOGS NAME,"HOOLIGAN: a violent young troublemaker, typically one of a gang. HULIGAN & HOOLIGN are out and current",N
ICE KILS,2.0,INTERNAL COMBUSTION ENGINES ARE BAD FOR OUR HEALTH.,kill,N
ICUHA8N,2.0,I SEE U LOOKING,HATE,N
IH8 SH91,2.0,I HATE SH-91 FOR ITS HORRIBLE TRAFFIC JAMS,hate,N
INYA AS,1.0,LAKE INYA,IN YOUR ASS… LAKE INYA IS IN BURMA..,N
J C 88,2.0,MY NAME AND LAST NAME,"88=HATE SYMBOL, NO 1988 CAR ON ANI",N
JEDI SCM,3.0,STAR WARS REFERENCE,"JEDI SCUM, SCUM=SEMEN.. (SCUMBAG=-CONDOM)",N
KAKEGRL,1.0,CAKE GIRL,cake=ass,N
KATHELL,3.0,HELL CAT IS NAME OF OUR MODEL CAR,"no dodge on ani, hell",N
KFU PNDA,3.0,KUNG FU PANDA,KUNG FU PANDA,Y
LIRA 88,2.0,MY LAST NAME AND YEAR OF BIRTH.,"88=HATE SYMBOL, NO 1988 CAR ON ANI",N
LMFX911,3.0,INITIALS CAR MODEL,PULLED FOR MF.  NAME IS LARRY M FEDER. HAS PORSCHE,N
LOVE NUT,1.0,JUST A TRUE ROMANTIC AT HEART. I PERFORM WEDDING CEREMONIES AND PHOTOGRAPH  WEDDING RECEPTIONS.,NUT CAN HAVE SEXUAL CONNOTATIONS,N
LT1 HNTR,2.0,LAWRENCE TAYLOR NUMBER 1 HUNTER,"LT1 is a camaro engine, camaro hunter?",N
MATASHT,3.0,MATA ASHTA IS THE NAME OF MY SUSHI RESTAIRANT IN MEXICO. IT MEANS SEE YOU TOMMOROW IN JAPANESE.,MATA ASHITA=SEE YOU TOMORROW. PULLED BECAUSE SHT=SHIT,N
MFC,3.0,"'MFC' IS AN ABBREVIATION FOR 'MOTHERWELL FOOTBALL CLUB' A PREMIERE LEAGUE SOCCER TEAM LOCATED IN MY HOMETOWN OF MOTHERWELL, SCOTLAND.",MFC motherfuck? Motherwell IS a Scottish Football Club,N
MK4VW18,2.0,MARK 4 VW 1.8T,"18=hate symbol, HAS VW",N
MLF TAX1,1.0,"MY DOGS MILFORD, LAMSY, AND FRANKLIN  DRIVE WITH ME ALL THE TIME",MILF (MOTHER ID LIKE TO FUCK) TAXI,N
MOKOSO,3.0,MY SONS NICKNAME,"(SPANISH)MOCOS=SNOT, BOOGERS. MOCOSO=A SNOTTY, RUNNY-NOSED KID",N
MP54CQB,5.0,MILITARY POLICE DO WELL IN CLOSE QUARTER  BATTLES,"military police, MP",N
MSBTCHN,3.0,MRS BEACHING,BITCHIN,N
NCC1969,1.0,STAR TREK NAVIGATIONAL CONTACT CODE PLUS MY BIRTH YEAR,"no 1969 car, it is his birth year. 69 can have sexual connotations",N
